count,week,name,short_name,created_at,fips_id,disparity,week_start,medicare_status,year,percentage,_id,ethnicity
563386,1,Alabama,AL,,1,,11AUG,A,2012,0.0011626132,5473463d86ccb5748a1a6ed5,T
563386,2,Alabama,AL,,1,,18AUG,A,2012,0.0046877274,5473463d86ccb5748a1a6ee4,T
563386,3,Alabama,AL,,1,,25AUG,A,2012,0.0114930083,5473463d86ccb5748a1a6ef3,T
563386,4,Alabama,AL,,1,,01SEP,A,2012,0.0261738843,5473463d86ccb5748a1a6f02,T
563386,5,Alabama,AL,,1,,08SEP,A,2012,0.0497811447,5473463d86ccb5748a1a6f11,T
563386,6,Alabama,AL,,1,,15SEP,A,2012,0.0842832443,5473463d86ccb5748a1a6f20,T
563386,7,Alabama,AL,,1,,22SEP,A,2012,0.1264887657,5473463d86ccb5748a1a6f2f,T
563386,8,Alabama,AL,,1,,29SEP,A,2012,0.1828710688,5473463d86ccb5748a1a6f3e,T
563386,9,Alabama,AL,,1,,06OCT,A,2012,0.2359590046,5473463d86ccb5748a1a6f4d,T
563386,10,Alabama,AL,,1,,13OCT,A,2012,0.2838409189,5473463d86ccb5748a1a6f5c,T
563386,11,Alabama,AL,,1,,20OCT,A,2012,0.3224183768,5473463d86ccb5748a1a6f6b,T
563386,12,Alabama,AL,,1,,27OCT,A,2012,0.3516221559,5473463d86ccb5748a1a6f7a,T
563386,13,Alabama,AL,,1,,03NOV,A,2012,0.3754140139,5473463d86ccb5748a1a6f89,T
563386,14,Alabama,AL,,1,,10NOV,A,2012,0.3947914923,5473463d86ccb5748a1a6f98,T
563386,15,Alabama,AL,,1,,17NOV,A,2012,0.4035883034,5473463d86ccb5748a1a6fa7,T
563386,16,Alabama,AL,,1,,24NOV,A,2012,0.4165651966,5473463d86ccb5748a1a6fb6,T
563386,17,Alabama,AL,,1,,01DEC,A,2012,0.4348865608,5473463d86ccb5748a1a6fc5,T
563386,18,Alabama,AL,,1,,08DEC,A,2012,0.4472067105,5473463d86ccb5748a1a6fd4,T
563386,19,Alabama,AL,,1,,15DEC,A,2012,0.4536978193,5473463d86ccb5748a1a6fe3,T
563386,20,Alabama,AL,,1,,22DEC,A,2012,0.4556893492,5473463d86ccb5748a1a6ff2,T
563386,21,Alabama,AL,,1,,29DEC,A,2012,0.4581139749,5473463d86ccb5748a1a7001,T
563386,22,Alabama,AL,,1,,05JAN,A,2012,0.4667634619,5473463d86ccb5748a1a7010,T
563386,23,Alabama,AL,,1,,12JAN,A,2012,0.4724380793,5473463d86ccb5748a1a701f,T
563386,24,Alabama,AL,,1,,19JAN,A,2012,0.4745467575,5473463d86ccb5748a1a702e,T
563386,25,Alabama,AL,,1,,26JAN,A,2012,0.4755868977,5473463d86ccb5748a1a703d,T
563386,26,Alabama,AL,,1,,02FEB,A,2012,0.4763004398,5473463d86ccb5748a1a704c,T
563386,27,Alabama,AL,,1,,09FEB,A,2012,0.4766696366,5473463d86ccb5748a1a705b,T
563386,28,Alabama,AL,,1,,16FEB,A,2012,0.4769589584,5473463d86ccb5748a1a706a,T
563386,29,Alabama,AL,,1,,23FEB,A,2012,0.4771737317,5473463d86ccb5748a1a7079,T
563386,30,Alabama,AL,,1,,02MAR,A,2012,0.4773139544,5473463d86ccb5748a1a7088,T
563386,31,Alabama,AL,,1,,09MAR,A,2012,0.4774399782,5473463d86ccb5748a1a7097,T
563386,32,Alabama,AL,,1,,16MAR,A,2012,0.4775624527,5473463d86ccb5748a1a70a6,T
563386,33,Alabama,AL,,1,,23MAR,A,2012,0.4776423266,5473463d86ccb5748a1a70b5,T
