count,week,name,short_name,created_at,fips_id,disparity,week_start,medicare_status,year,percentage,_id,ethnicity
591161,1,Alabama,AL,,1,,10AUG,A,2013,0.0001353269,5473464086ccb5748a1b1051,T
591161,2,Alabama,AL,,1,,17AUG,A,2013,0.0009219147,5473464086ccb5748a1b1060,T
591161,3,Alabama,AL,,1,,24AUG,A,2013,0.0038568173,5473464086ccb5748a1b106f,T
591161,4,Alabama,AL,,1,,31AUG,A,2013,0.013289104,5473464086ccb5748a1b107e,T
591161,5,Alabama,AL,,1,,07SEP,A,2013,0.0344440854,5473464086ccb5748a1b108d,T
591161,6,Alabama,AL,,1,,14SEP,A,2013,0.0652478766,5473464086ccb5748a1b109c,T
591161,7,Alabama,AL,,1,,21SEP,A,2013,0.1048597589,5473464086ccb5748a1b10ab,T
591161,8,Alabama,AL,,1,,28SEP,A,2013,0.1614636281,5473464086ccb5748a1b10ba,T
591161,9,Alabama,AL,,1,,05OCT,A,2013,0.216518004,5473464086ccb5748a1b10c9,T
591161,10,Alabama,AL,,1,,12OCT,A,2013,0.2667970313,5473464086ccb5748a1b10d8,T
591161,11,Alabama,AL,,1,,19OCT,A,2013,0.3127878867,5473464086ccb5748a1b10e7,T
591161,12,Alabama,AL,,1,,26OCT,A,2013,0.3470171401,5473464086ccb5748a1b10f6,T
591161,13,Alabama,AL,,1,,02NOV,A,2013,0.3741941703,5473464086ccb5748a1b1105,T
591161,14,Alabama,AL,,1,,09NOV,A,2013,0.3954100488,5473464086ccb5748a1b1114,T
591161,15,Alabama,AL,,1,,16NOV,A,2013,0.4121905873,5473464086ccb5748a1b1123,T
591161,16,Alabama,AL,,1,,23NOV,A,2013,0.4189044945,5473464086ccb5748a1b1132,T
591161,17,Alabama,AL,,1,,30NOV,A,2013,0.4288983876,5473464086ccb5748a1b1141,T
591161,18,Alabama,AL,,1,,07DEC,A,2013,0.4371025823,5473464086ccb5748a1b1150,T
591161,19,Alabama,AL,,1,,14DEC,A,2013,0.4433834432,5473464086ccb5748a1b115f,T
591161,20,Alabama,AL,,1,,21DEC,A,2013,0.4460984394,5473464086ccb5748a1b116e,T
591161,21,Alabama,AL,,1,,28DEC,A,2013,0.4510936951,5473464086ccb5748a1b117d,T
591161,22,Alabama,AL,,1,,04JAN,A,2013,0.4552059416,5473464086ccb5748a1b118c,T
591161,23,Alabama,AL,,1,,11JAN,A,2013,0.460270552,5473464086ccb5748a1b119b,T
591161,24,Alabama,AL,,1,,18JAN,A,2013,0.4631158002,5473464086ccb5748a1b11aa,T
591161,25,Alabama,AL,,1,,25JAN,A,2013,0.4641984161,5473464086ccb5748a1b11b9,T
591161,26,Alabama,AL,,1,,01FEB,A,2013,0.4652049094,5473464086ccb5748a1b11c8,T
591161,27,Alabama,AL,,1,,08FEB,A,2013,0.4657834321,5473464086ccb5748a1b11d7,T
591161,28,Alabama,AL,,1,,15FEB,A,2013,0.4662553854,5473464086ccb5748a1b11e6,T
591161,29,Alabama,AL,,1,,22FEB,A,2013,0.4665717119,5473464086ccb5748a1b11f5,T
591161,30,Alabama,AL,,1,,01MAR,A,2013,0.4668153003,5473464086ccb5748a1b1204,T
591161,31,Alabama,AL,,1,,08MAR,A,2013,0.4669641601,5473464086ccb5748a1b1213,T
591161,32,Alabama,AL,,1,,15MAR,A,2013,0.4670977956,5473464086ccb5748a1b1222,T
591161,33,Alabama,AL,,1,,22MAR,A,2013,0.4672314301,5473464086ccb5748a1b1231,T
591161,34,Alabama,AL,,1,,29MAR,A,2013,0.4672940196,5473464086ccb5748a1b1240,T
591161,35,Alabama,AL,,1,,05APR,A,2013,0.4673210848,5473464086ccb5748a1b124f,T
591161,36,Alabama,AL,,1,,12APR,A,2013,0.46734815,5473464086ccb5748a1b125e,T
591161,37,Alabama,AL,,1,,19APR,A,2013,0.4673718326,5473464086ccb5748a1b126d,T
591161,38,Alabama,AL,,1,,26APR,A,2013,0.4673802899,5473464086ccb5748a1b127c,T
591161,39,Alabama,AL,,1,,03MAY,A,2013,0.467393823,5473464086ccb5748a1b128b,T
591161,40,Alabama,AL,,1,,10MAY,A,2013,0.4674090473,5473464086ccb5748a1b129a,T
591161,41,Alabama,AL,,1,,17MAY,A,2013,0.4674293464,5473464086ccb5748a1b12a9,T
591161,42,Alabama,AL,,1,,24MAY,A,2013,0.4674361125,5473464086ccb5748a1b12b8,T
591161,43,Alabama,AL,,1,,31MAY,A,2013,0.4674361125,5473464086ccb5748a1b12c7,T
591161,44,Alabama,AL,,1,,07JUN,A,2013,0.4674361125,5473464086ccb5748a1b12d6,T
591161,45,Alabama,AL,,1,,14JUN,A,2013,0.4674361125,5473464086ccb5748a1b12e5,T
591161,46,Alabama,AL,,1,,21JUN,A,2013,0.4674361125,5473464086ccb5748a1b12f4,T
591161,47,Alabama,AL,,1,,28JUN,A,2013,0.4674361125,5473464086ccb5748a1b1303,T
591161,48,Alabama,AL,,1,,05JUL,A,2013,0.4674361125,5473464086ccb5748a1b1312,T
591161,49,Alabama,AL,,1,,12JUL,A,2013,0.4674361125,5473464086ccb5748a1b1321,T
591161,50,Alabama,AL,,1,,19JUL,A,2013,0.4674361125,5473464086ccb5748a1b1330,T
591161,51,Alabama,AL,,1,,26JUL,A,2013,0.4674361125,5473464086ccb5748a1b133f,T
591161,52,Alabama,AL,,1,,02AUG,A,2013,0.4674361125,5473464086ccb5748a1b134e,T
0,1,Alaska,AK,,2,,10AUG,A,2013,0,5473464086ccb5748a1b135d,T
60869,2,Alaska,AK,,2,,17AUG,A,2013,0.0010678671,5473464086ccb5748a1b136c,T
60869,3,Alaska,AK,,2,,24AUG,A,2013,0.0040414661,5473464086ccb5748a1b137b,T
60869,4,Alaska,AK,,2,,31AUG,A,2013,0.0167901559,5473464086ccb5748a1b138a,T
60869,5,Alaska,AK,,2,,07SEP,A,2013,0.0392646502,5473464086ccb5748a1b1399,T
60869,6,Alaska,AK,,2,,14SEP,A,2013,0.0658956119,5473464086ccb5748a1b13a8,T
60869,7,Alaska,AK,,2,,21SEP,A,2013,0.1009873662,5473464086ccb5748a1b13b7,T
60869,8,Alaska,AK,,2,,28SEP,A,2013,0.1448192014,5473464086ccb5748a1b13c6,T
60869,9,Alaska,AK,,2,,05OCT,A,2013,0.1840674235,5473464086ccb5748a1b13d5,T
60869,10,Alaska,AK,,2,,12OCT,A,2013,0.218666316,5473464086ccb5748a1b13e4,T
60869,11,Alaska,AK,,2,,19OCT,A,2013,0.244919417,5473464086ccb5748a1b13f3,T
60869,12,Alaska,AK,,2,,26OCT,A,2013,0.2668024767,5473464086ccb5748a1b1402,T
60869,13,Alaska,AK,,2,,02NOV,A,2013,0.2870426653,5473464086ccb5748a1b1411,T
60869,14,Alaska,AK,,2,,09NOV,A,2013,0.3020585189,5473464086ccb5748a1b1420,T
60869,15,Alaska,AK,,2,,16NOV,A,2013,0.31247433,5473464086ccb5748a1b142f,T
60869,16,Alaska,AK,,2,,23NOV,A,2013,0.318175097,5473464086ccb5748a1b143e,T
60869,17,Alaska,AK,,2,,30NOV,A,2013,0.3252065908,5473464086ccb5748a1b144d,T
60869,18,Alaska,AK,,2,,07DEC,A,2013,0.3314330773,5473464086ccb5748a1b145c,T
60869,19,Alaska,AK,,2,,14DEC,A,2013,0.3353759712,5473464086ccb5748a1b146b,T
60869,20,Alaska,AK,,2,,21DEC,A,2013,0.3379717097,5473464086ccb5748a1b147a,T
60869,21,Alaska,AK,,2,,28DEC,A,2013,0.3440174796,5473464086ccb5748a1b1489,T
60869,22,Alaska,AK,,2,,04JAN,A,2013,0.3519689823,5473464086ccb5748a1b1498,T
60869,23,Alaska,AK,,2,,11JAN,A,2013,0.357341175,5473464086ccb5748a1b14a7,T
60869,24,Alaska,AK,,2,,18JAN,A,2013,0.361037638,5473464086ccb5748a1b14b6,T
60869,25,Alaska,AK,,2,,25JAN,A,2013,0.3638469493,5473464086ccb5748a1b14c5,T
60869,26,Alaska,AK,,2,,01FEB,A,2013,0.3658019677,5473464086ccb5748a1b14d4,T
60869,27,Alaska,AK,,2,,08FEB,A,2013,0.3671655515,5473464086ccb5748a1b14e3,T
60869,28,Alaska,AK,,2,,15FEB,A,2013,0.3683319911,5473464086ccb5748a1b14f2,T
60869,29,Alaska,AK,,2,,22FEB,A,2013,0.3691698564,5473464086ccb5748a1b1501,T
60869,30,Alaska,AK,,2,,01MAR,A,2013,0.3696791464,5473464086ccb5748a1b1510,T
60869,31,Alaska,AK,,2,,08MAR,A,2013,0.3698762916,5473464086ccb5748a1b151f,T
60869,32,Alaska,AK,,2,,15MAR,A,2013,0.3702870095,5473464086ccb5748a1b152e,T
60869,33,Alaska,AK,,2,,22MAR,A,2013,0.3704841537,5473464086ccb5748a1b153d,T
60869,34,Alaska,AK,,2,,29MAR,A,2013,0.3705827268,5473464086ccb5748a1b154c,T
60869,35,Alaska,AK,,2,,05APR,A,2013,0.370714156,5473464086ccb5748a1b155b,T
60869,36,Alaska,AK,,2,,12APR,A,2013,0.3708127281,5473464086ccb5748a1b156a,T
60869,37,Alaska,AK,,2,,19APR,A,2013,0.3708620146,5473464086ccb5748a1b1579,T
60869,38,Alaska,AK,,2,,26APR,A,2013,0.3709770162,5473464086ccb5748a1b1588,T
60869,39,Alaska,AK,,2,,03MAY,A,2013,0.3710098732,5473464086ccb5748a1b1597,T
60869,40,Alaska,AK,,2,,10MAY,A,2013,0.3710263018,5473464086ccb5748a1b15a6,T
60869,41,Alaska,AK,,2,,17MAY,A,2013,0.3710755883,5473464086ccb5748a1b15b5,T
60869,42,Alaska,AK,,2,,24MAY,A,2013,0.3710920168,5473464086ccb5748a1b15c4,T
60869,43,Alaska,AK,,2,,31MAY,A,2013,0.3710920168,5473464086ccb5748a1b15d3,T
60869,44,Alaska,AK,,2,,07JUN,A,2013,0.3710920168,5473464086ccb5748a1b15e2,T
