count,week,name,short_name,created_at,fips_id,disparity,week_start,medicare_status,year,percentage,_id,ethnicity
647779,9,Alabama,AL,,1,,26SEP,A,2015,0.0316110895,56126405d659eb5b9e02aa9d,T
647779,8,Alabama,AL,,1,,19SEP,A,2015,0.0316110895,56126404d659eb5b9e02aa8e,T
647779,7,Alabama,AL,,1,,12SEP,A,2015,0.031496853,56126404d659eb5b9e02aa7f,T
647779,6,Alabama,AL,,1,,05SEP,A,2015,0.0207555354,56126404d659eb5b9e02aa70,T
647779,5,Alabama,AL,,1,,29AUG,A,2015,0.0112646442,56126404d659eb5b9e02aa61,T
647779,4,Alabama,AL,,1,,22AUG,A,2015,0.005071174,56126404d659eb5b9e02aa52,T
647779,3,Alabama,AL,,1,,15AUG,A,2015,0.0023325856,56126403d659eb5b9e02aa43,T
647779,2,Alabama,AL,,1,,08AUG,A,2015,0.0008814735,56126403d659eb5b9e02aa34,T
647779,1,Alabama,AL,,1,,01AUG,A,2015,0.0003272721,56126403d659eb5b9e02aa25,T
71719,9,Alaska,AK,,2,,26SEP,A,2015,0.0252652714,56126406d659eb5b9e02ab24,T
71719,8,Alaska,AK,,2,,19SEP,A,2015,0.0252652714,56126406d659eb5b9e02ab15,T
71719,7,Alaska,AK,,2,,12SEP,A,2015,0.0252373848,56126405d659eb5b9e02ab06,T
71719,6,Alaska,AK,,2,,05SEP,A,2015,0.021653955,56126405d659eb5b9e02aaf7,T
71719,5,Alaska,AK,,2,,29AUG,A,2015,0.0163136686,56126405d659eb5b9e02aae8,T
71719,4,Alaska,AK,,2,,22AUG,A,2015,0.0057864722,56126405d659eb5b9e02aad9,T
71719,3,Alaska,AK,,2,,15AUG,A,2015,0.0016731968,56126405d659eb5b9e02aaca,T
0,2,Alaska,AK,,2,,08AUG,A,2015,0,56126405d659eb5b9e02aabb,T
0,1,Alaska,AK,,2,,01AUG,A,2015,0,56126405d659eb5b9e02aaac,T
590137,9,Arizona,AZ,,4,,26SEP,A,2015,0.0418360481,56126407d659eb5b9e02abab,T
590137,8,Arizona,AZ,,4,,19SEP,A,2015,0.0418360481,56126407d659eb5b9e02ab9c,T
590137,7,Arizona,AZ,,4,,12SEP,A,2015,0.0414344465,56126407d659eb5b9e02ab8d,T
590137,6,Arizona,AZ,,4,,05SEP,A,2015,0.0319315684,56126406d659eb5b9e02ab7e,T
590137,5,Arizona,AZ,,4,,29AUG,A,2015,0.0193599113,56126406d659eb5b9e02ab6f,T
590137,4,Arizona,AZ,,4,,22AUG,A,2015,0.0080167825,56126406d659eb5b9e02ab60,T
590137,3,Arizona,AZ,,4,,15AUG,A,2015,0.003072168,56126406d659eb5b9e02ab51,T
590137,2,Arizona,AZ,,4,,08AUG,A,2015,0.0007743965,56126406d659eb5b9e02ab42,T
590137,1,Arizona,AZ,,4,,01AUG,A,2015,0.0001813138,56126406d659eb5b9e02ab33,T
430021,9,Arkansas,AR,,5,,26SEP,A,2015,0.0168177833,56126408d659eb5b9e02ac32,T
430021,8,Arkansas,AR,,5,,19SEP,A,2015,0.0168177833,56126408d659eb5b9e02ac23,T
430021,7,Arkansas,AR,,5,,12SEP,A,2015,0.0168154578,56126408d659eb5b9e02ac14,T
430021,6,Arkansas,AR,,5,,05SEP,A,2015,0.0113692122,56126408d659eb5b9e02ac05,T
430021,5,Arkansas,AR,,5,,29AUG,A,2015,0.005960174,56126408d659eb5b9e02abf6,T
430021,4,Arkansas,AR,,5,,22AUG,A,2015,0.0023533734,56126407d659eb5b9e02abe7,T
430021,3,Arkansas,AR,,5,,15AUG,A,2015,0.0008348429,56126407d659eb5b9e02abd8,T
430021,2,Arkansas,AR,,5,,08AUG,A,2015,0.0002511505,56126407d659eb5b9e02abc9,T
430021,1,Arkansas,AR,,5,,01AUG,A,2015,7.4415e-05,56126407d659eb5b9e02abba,T
2697781,9,California,CA,,6,,26SEP,A,2015,0.0411475208,56126409d659eb5b9e02acb9,T
2697781,8,California,CA,,6,,19SEP,A,2015,0.0411475208,56126409d659eb5b9e02acaa,T
2697781,7,California,CA,,6,,12SEP,A,2015,0.0408042758,56126409d659eb5b9e02ac9b,T
2697781,6,California,CA,,6,,05SEP,A,2015,0.0309165199,56126409d659eb5b9e02ac8c,T
2697781,5,California,CA,,6,,29AUG,A,2015,0.019579054,56126409d659eb5b9e02ac7d,T
2697781,4,California,CA,,6,,22AUG,A,2015,0.0095634153,56126408d659eb5b9e02ac6e,T
2697781,3,California,CA,,6,,15AUG,A,2015,0.0046756946,56126408d659eb5b9e02ac5f,T
2697781,2,California,CA,,6,,08AUG,A,2015,0.0019364063,56126408d659eb5b9e02ac50,T
2697781,1,California,CA,,6,,01AUG,A,2015,0.0006705511,56126408d659eb5b9e02ac41,T
411807,9,Colorado,CO,,8,,26SEP,A,2015,0.0323428208,5612640ad659eb5b9e02ad40,T
411807,8,Colorado,CO,,8,,19SEP,A,2015,0.0323428208,5612640ad659eb5b9e02ad31,T
411807,7,Colorado,CO,,8,,12SEP,A,2015,0.0323112526,5612640ad659eb5b9e02ad22,T
411807,6,Colorado,CO,,8,,05SEP,A,2015,0.0246280417,5612640ad659eb5b9e02ad13,T
411807,5,Colorado,CO,,8,,29AUG,A,2015,0.0143368131,5612640ad659eb5b9e02ad04,T
411807,4,Colorado,CO,,8,,22AUG,A,2015,0.0053738766,5612640ad659eb5b9e02acf5,T
411807,3,Colorado,CO,,8,,15AUG,A,2015,0.001636689,5612640ad659eb5b9e02ace6,T
411807,2,Colorado,CO,,8,,08AUG,A,2015,0.0004443829,56126409d659eb5b9e02acd7,T
411807,1,Colorado,CO,,8,,01AUG,A,2015,0.0001117028,56126409d659eb5b9e02acc8,T
396012,9,Connecticut,CT,,9,,26SEP,A,2015,0.0297591992,5612640cd659eb5b9e02adc7,T
396012,8,Connecticut,CT,,9,,19SEP,A,2015,0.0297591992,5612640cd659eb5b9e02adb8,T
396012,7,Connecticut,CT,,9,,12SEP,A,2015,0.029670818,5612640cd659eb5b9e02ada9,T
396012,6,Connecticut,CT,,9,,05SEP,A,2015,0.0211382483,5612640bd659eb5b9e02ad9a,T
396012,5,Connecticut,CT,,9,,29AUG,A,2015,0.0119870105,5612640bd659eb5b9e02ad8b,T
396012,4,Connecticut,CT,,9,,22AUG,A,2015,0.0055932648,5612640bd659eb5b9e02ad7c,T
396012,3,Connecticut,CT,,9,,15AUG,A,2015,0.002482248,5612640bd659eb5b9e02ad6d,T
396012,2,Connecticut,CT,,9,,08AUG,A,2015,0.0010151208,5612640bd659eb5b9e02ad5e,T
396012,1,Connecticut,CT,,9,,01AUG,A,2015,0.0003888771,5612640bd659eb5b9e02ad4f,T
149493,9,Delaware,DE,,10,,26SEP,A,2015,0.0502832908,5612640dd659eb5b9e02ae4e,T
149493,8,Delaware,DE,,10,,19SEP,A,2015,0.0502832908,5612640dd659eb5b9e02ae3f,T
149493,7,Delaware,DE,,10,,12SEP,A,2015,0.0501963302,5612640dd659eb5b9e02ae30,T
149493,6,Delaware,DE,,10,,05SEP,A,2015,0.0383964466,5612640cd659eb5b9e02ae21,T
149493,5,Delaware,DE,,10,,29AUG,A,2015,0.0216130521,5612640cd659eb5b9e02ae12,T
149493,4,Delaware,DE,,10,,22AUG,A,2015,0.0118400193,5612640cd659eb5b9e02ae03,T
149493,3,Delaware,DE,,10,,15AUG,A,2015,0.0063481233,5612640cd659eb5b9e02adf4,T
149493,2,Delaware,DE,,10,,08AUG,A,2015,0.0028161854,5612640cd659eb5b9e02ade5,T
149493,1,Delaware,DE,,10,,01AUG,A,2015,0.0010033915,5612640cd659eb5b9e02add6,T
58327,1,District of Columbia,DC,,11,,01AUG,A,2015,0.0004629074,5612640dd659eb5b9e02ae5d,T
58327,2,District of Columbia,DC,,11,,08AUG,A,2015,0.0011315514,5612640dd659eb5b9e02ae6c,T
58327,3,District of Columbia,DC,,11,,15AUG,A,2015,0.0026402867,5612640ed659eb5b9e02ae7b,T
58327,4,District of Columbia,DC,,11,,22AUG,A,2015,0.0045776398,5612640ed659eb5b9e02ae8a,T
58327,5,District of Columbia,DC,,11,,29AUG,A,2015,0.0097210554,5612640ed659eb5b9e02ae99,T
58327,6,District of Columbia,DC,,11,,05SEP,A,2015,0.0164074957,5612640ed659eb5b9e02aea8,T
58327,7,District of Columbia,DC,,11,,12SEP,A,2015,0.0222195552,5612640ed659eb5b9e02aeb7,T
58327,8,District of Columbia,DC,,11,,19SEP,A,2015,0.0222709894,5612640ed659eb5b9e02aec6,T
58327,9,District of Columbia,DC,,11,,26SEP,A,2015,0.0222709894,5612640ed659eb5b9e02aed5,T
2116109,9,Florida,FL,,12,,26SEP,A,2015,0.036903581,56126410d659eb5b9e02af5c,T
2116109,8,Florida,FL,,12,,19SEP,A,2015,0.036903581,5612640fd659eb5b9e02af4d,T
2116109,7,Florida,FL,,12,,12SEP,A,2015,0.0368931845,5612640fd659eb5b9e02af3e,T
2116109,6,Florida,FL,,12,,05SEP,A,2015,0.031690239,5612640fd659eb5b9e02af2f,T
2116109,5,Florida,FL,,12,,29AUG,A,2015,0.0184768364,5612640fd659eb5b9e02af20,T
2116109,4,Florida,FL,,12,,22AUG,A,2015,0.007368713,5612640fd659eb5b9e02af11,T
2116109,3,Florida,FL,,12,,15AUG,A,2015,0.0026959859,5612640fd659eb5b9e02af02,T
2116109,2,Florida,FL,,12,,08AUG,A,2015,0.000700342,5612640ed659eb5b9e02aef3,T
2116109,1,Florida,FL,,12,,01AUG,A,2015,0.0001748492,5612640ed659eb5b9e02aee4,T
905041,9,Georgia,GA,,13,,26SEP,A,2015,0.0385242215,56126411d659eb5b9e02afe3,T
905041,8,Georgia,GA,,13,,19SEP,A,2015,0.0385242215,56126411d659eb5b9e02afd4,T
905041,7,Georgia,GA,,13,,12SEP,A,2015,0.0384192539,56126411d659eb5b9e02afc5,T
905041,6,Georgia,GA,,13,,05SEP,A,2015,0.0278363079,56126411d659eb5b9e02afb6,T
905041,5,Georgia,GA,,13,,29AUG,A,2015,0.0162931845,56126410d659eb5b9e02afa7,T
905041,4,Georgia,GA,,13,,22AUG,A,2015,0.0066041207,56126410d659eb5b9e02af98,T
905041,3,Georgia,GA,,13,,15AUG,A,2015,0.002745732,56126410d659eb5b9e02af89,T
905041,2,Georgia,GA,,13,,08AUG,A,2015,0.0010087941,56126410d659eb5b9e02af7a,T
905041,1,Georgia,GA,,13,,01AUG,A,2015,0.0003613096,56126410d659eb5b9e02af6b,T
100402,9,Hawaii,HI,,15,,26SEP,A,2015,0.0714826398,56126412d659eb5b9e02b06a,T
100402,8,Hawaii,HI,,15,,19SEP,A,2015,0.0714826398,56126412d659eb5b9e02b05b,T
100402,7,Hawaii,HI,,15,,12SEP,A,2015,0.070616123,56126412d659eb5b9e02b04c,T
100402,6,Hawaii,HI,,15,,05SEP,A,2015,0.0540128682,56126412d659eb5b9e02b03d,T
100402,5,Hawaii,HI,,15,,29AUG,A,2015,0.0336049082,56126412d659eb5b9e02b02e,T
100402,4,Hawaii,HI,,15,,22AUG,A,2015,0.0134758272,56126411d659eb5b9e02b01f,T
100402,3,Hawaii,HI,,15,,15AUG,A,2015,0.0053186192,56126411d659eb5b9e02b010,T
100402,2,Hawaii,HI,,15,,08AUG,A,2015,0.0015736738,56126411d659eb5b9e02b001,T
100402,1,Hawaii,HI,,15,,01AUG,A,2015,0.0003485986,56126411d659eb5b9e02aff2,T
167224,9,Idaho,ID,,16,,26SEP,A,2015,0.0193752093,56126413d659eb5b9e02b0f1,T
167224,8,Idaho,ID,,16,,19SEP,A,2015,0.0193752093,56126413d659eb5b9e02b0e2,T
167224,7,Idaho,ID,,16,,12SEP,A,2015,0.0193034493,56126413d659eb5b9e02b0d3,T
167224,6,Idaho,ID,,16,,05SEP,A,2015,0.0153506674,56126413d659eb5b9e02b0c4,T
167224,5,Idaho,ID,,16,,29AUG,A,2015,0.0085334641,56126413d659eb5b9e02b0b5,T
167224,4,Idaho,ID,,16,,22AUG,A,2015,0.0036358417,56126413d659eb5b9e02b0a6,T
167224,3,Idaho,ID,,16,,15AUG,A,2015,0.0013335406,56126412d659eb5b9e02b097,T
167224,2,Idaho,ID,,16,,08AUG,A,2015,0.0004305602,56126412d659eb5b9e02b088,T
0,1,Idaho,ID,,16,,01AUG,A,2015,0,56126412d659eb5b9e02b079,T
1422290,9,Illinois,IL,,17,,26SEP,A,2015,0.0330474094,56126415d659eb5b9e02b178,T
1422290,8,Illinois,IL,,17,,19SEP,A,2015,0.0330474094,56126414d659eb5b9e02b169,T
1422290,7,Illinois,IL,,17,,12SEP,A,2015,0.0329637416,56126414d659eb5b9e02b15a,T
1422290,6,Illinois,IL,,17,,05SEP,A,2015,0.0250701333,56126414d659eb5b9e02b14b,T
1422290,5,Illinois,IL,,17,,29AUG,A,2015,0.0135626349,56126414d659eb5b9e02b13c,T
1422290,4,Illinois,IL,,17,,22AUG,A,2015,0.0052612336,56126414d659eb5b9e02b12d,T
1422290,3,Illinois,IL,,17,,15AUG,A,2015,0.0017668689,56126414d659eb5b9e02b11e,T
1422290,2,Illinois,IL,,17,,08AUG,A,2015,0.0004021683,56126414d659eb5b9e02b10f,T
1422290,1,Illinois,IL,,17,,01AUG,A,2015,8.29648e-05,56126414d659eb5b9e02b100,T
786509,9,Indiana,IN,,18,,26SEP,A,2015,0.0297860546,56126416d659eb5b9e02b1ff,T
786509,8,Indiana,IN,,18,,19SEP,A,2015,0.0297860546,56126416d659eb5b9e02b1f0,T
786509,7,Indiana,IN,,18,,12SEP,A,2015,0.0294262367,56126416d659eb5b9e02b1e1,T
786509,6,Indiana,IN,,18,,05SEP,A,2015,0.0206596491,56126416d659eb5b9e02b1d2,T
786509,5,Indiana,IN,,18,,29AUG,A,2015,0.0102033162,56126415d659eb5b9e02b1c3,T
786509,4,Indiana,IN,,18,,22AUG,A,2015,0.0038613671,56126415d659eb5b9e02b1b4,T
786509,3,Indiana,IN,,18,,15AUG,A,2015,0.0011926119,56126415d659eb5b9e02b1a5,T
786509,2,Indiana,IN,,18,,08AUG,A,2015,0.0002746313,56126415d659eb5b9e02b196,T
786509,1,Indiana,IN,,18,,01AUG,A,2015,7.88294e-05,56126415d659eb5b9e02b187,T
443597,9,Iowa,IA,,19,,26SEP,A,2015,0.0319704596,56126418d659eb5b9e02b286,T
