GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
0400000US01,01,Alabama,4849377,*****
0400000US02,02,Alaska,736732,*****
0400000US04,04,Arizona,6731484,*****
0400000US05,05,Arkansas,2966369,*****
0400000US06,06,California,38802500,*****
0400000US08,08,Colorado,5355866,*****
0400000US09,09,Connecticut,3596677,*****
0400000US10,10,Delaware,935614,*****
0400000US11,11,District of Columbia,658893,*****
0400000US12,12,Florida,19893297,*****
0400000US13,13,Georgia,10097343,*****
0400000US15,15,Hawaii,1419561,*****
0400000US16,16,Idaho,1634464,*****
0400000US17,17,Illinois,12880580,*****
0400000US18,18,Indiana,6596855,*****
0400000US19,19,Iowa,3107126,*****
0400000US20,20,Kansas,2904021,*****
0400000US21,21,Kentucky,4413457,*****
0400000US22,22,Louisiana,4649676,*****
0400000US23,23,Maine,1330089,*****
0400000US24,24,Maryland,5976407,*****
0400000US25,25,Massachusetts,6745408,*****
0400000US26,26,Michigan,9909877,*****
0400000US27,27,Minnesota,5457173,*****
0400000US28,28,Mississippi,2994079,*****
0400000US29,29,Missouri,6063589,*****
0400000US30,30,Montana,1023579,*****
0400000US31,31,Nebraska,1881503,*****
0400000US32,32,Nevada,2839099,*****
0400000US33,33,New Hampshire,1326813,*****
0400000US34,34,New Jersey,8938175,*****
0400000US35,35,New Mexico,2085572,*****
0400000US36,36,New York,19746227,*****
0400000US37,37,North Carolina,9943964,*****
0400000US38,38,North Dakota,739482,*****
0400000US39,39,Ohio,11594163,*****
0400000US40,40,Oklahoma,3878051,*****
0400000US41,41,Oregon,3970239,*****
0400000US42,42,Pennsylvania,12787209,*****
0400000US44,44,Rhode Island,1055173,*****
0400000US45,45,South Carolina,4832482,*****
0400000US46,46,South Dakota,853175,*****
0400000US47,47,Tennessee,6549352,*****
0400000US48,48,Texas,26956958,*****
0400000US49,49,Utah,2942902,*****
0400000US50,50,Vermont,626562,*****
0400000US51,51,Virginia,8326289,*****
0400000US53,53,Washington,7061530,*****
0400000US54,54,West Virginia,1850326,*****
0400000US55,55,Wisconsin,5757564,*****
0400000US56,56,Wyoming,584153,*****
0400000US72,72,Puerto Rico,3548397,*****
